seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	36506325	36506474	150	*	X16191	84964	36500022	36505141	5120	-	1183	upstream	1183	ALKBH6
chr19	38399272	38399376	105	*	X16200	83889	38375472	38397317	21846	-	1954	upstream	1954	WDR87
chr19	38720134	38720256	123	*	X16230	8193	38701649	38720317	18669	-	0	inside	60	DPF1
chr19	38878288	38878377	90	*	X16242	199720	38874992	38878668	3677	-	0	inside	290	GGN
chr19	38880080	38880229	150	*	X16243	199720	38874992	38878668	3677	-	1411	upstream	1411	GGN
chr19	38880080	38880229	150	*	X16243	399473	38880840	38890523	9684	+	610	upstream	610	SPRED3
chr19	38880380	38880514	135	*	X16244	199720	38874992	38878668	3677	-	1711	upstream	1711	GGN
chr19	38880380	38880514	135	*	X16244	399473	38880840	38890523	9684	+	325	upstream	325	SPRED3
chr19	38880560	38880671	112	*	X16245	199720	38874992	38878668	3677	-	1891	upstream	1891	GGN
chr19	38880560	38880671	112	*	X16245	399473	38880840	38890523	9684	+	168	upstream	168	SPRED3
chr19	39389247	39389344	98	*	X16282	4793	39390340	39399534	9195	+	995	upstream	995	NFKBIB
chr19	39522927	39523076	150	*	X16287	126433	39514663	39523198	8536	-	0	inside	121	FBXO27
chr19	39523085	39523294	210	*	X16288	126433	39514663	39523198	8536	-	0	overlapStart	0	FBXO27
chr19	39687281	39687550	270	*	X16312	342897	39687604	39692522	4919	+	53	upstream	53	NCCRP1
chr19	39695614	39695748	135	*	X16313	342898	39693562	39694906	1345	-	707	upstream	707	SYCN
chr19	39895835	39895999	165	*	X16325	7538	39897487	39900052	2566	+	1487	upstream	1487	ZFP36
chr19	39896285	39896389	105	*	X16326	7538	39897487	39900052	2566	+	1097	upstream	1097	ZFP36
chr19	39896885	39897110	226	*	X16327	7538	39897487	39900052	2566	+	376	upstream	376	ZFP36
chr19	39900759	39901229	471	*	X16328	100616163	39900263	39900318	56	-	440	upstream	440	MIR4530
chr19	39901635	39901844	210	*	X16329	100616163	39900263	39900318	56	-	1316	upstream	1316	MIR4530
chr19	39901635	39901844	210	*	X16329	64857	39903750	39919055	15306	+	1905	upstream	1905	PLEKHG2
chr19	39901875	39901964	90	*	X16330	100616163	39900263	39900318	56	-	1556	upstream	1556	MIR4530
chr19	39901875	39901964	90	*	X16330	64857	39903750	39919055	15306	+	1785	upstream	1785	PLEKHG2
chr19	39927159	39927608	450	*	X16333	6217	39923847	39926618	2772	-	540	upstream	540	RPS16
chr19	39989282	39989536	255	*	X16338	10683	39989557	39999121	9565	+	20	upstream	20	DLL3
chr19	40005654	40005889	236	*	X16340	348303	40005753	40011326	5574	+	0	overlapStart	0	SELENOV
chr19	40324956	40324966	11	*	X16343	9149	40315990	40324841	8852	-	114	upstream	114	DYRK1B
chr19	40337756	40337810	55	*	X16346	2091	40325093	40337054	11962	-	701	upstream	701	FBL
chr19	40440721	40440855	135	*	X16347	8857	40353963	40440533	86571	-	187	upstream	187	FCGBP
chr19	40441186	40441320	135	*	X16348	8857	40353963	40440533	86571	-	652	upstream	652	FCGBP
chr19	40475998	40476117	120	*	X16350	5704	40476912	40487671	10760	+	794	upstream	794	PSMC4
chr19	40724269	40724523	255	*	X16355	148014	40721965	40724306	2342	-	0	overlapStart	0	TTC9B
chr19	40725446	40725565	120	*	X16356	148014	40721965	40724306	2342	-	1139	upstream	1139	TTC9B
chr19	40725934	40726098	165	*	X16357	148014	40721965	40724306	2342	-	1627	upstream	1627	TTC9B
chr19	40951428	40951562	135	*	X16370	29946	40946748	40950282	3535	-	1145	upstream	1145	SERTAD3
chr19	40972972	40972978	7	*	X16372	645	40953691	40971725	18035	-	1246	upstream	1246	BLVRB
chr19	41197235	41197524	290	*	X16421	9253	41171812	41196556	24745	-	678	upstream	678	NUMBL
chr19	41255534	41255758	225	*	X16425	6626	41256759	41271297	14539	+	1000	upstream	1000	SNRPA
chr19	41255894	41255953	60	*	X16426	6626	41256759	41271297	14539	+	805	upstream	805	SNRPA
chr19	41283022	41283096	75	*	X16427	100529264	41284124	41314346	30223	+	1027	upstream	1027	RAB4B-EGLN2
chr19	41283022	41283096	75	*	X16427	53916	41284124	41302849	18726	+	1027	upstream	1027	RAB4B
chr19	41430208	41430312	105	*	X16450	1556	41430170	41456565	26396	+	0	inside	37	CYP2B7P
chr19	41699368	41699652	285	*	X16458	29785	41699115	41713444	14330	+	0	inside	252	CYP2S1
chr19	41856614	41856733	120	*	X16465	641649	41856816	41889987	33172	+	82	upstream	82	TMEM91
chr19	42007565	42007579	15	*	X16469	100505495	41960074	42006554	46481	-	1010	upstream	1010	PCAT19
chr19	42381275	42381409	135	*	X16479	973	42381190	42385439	4250	+	0	inside	84	CD79A
chr19	42498672	42498900	229	*	X16498	478	42470734	42498428	27695	-	243	upstream	243	ATP1A3
chr19	42722694	42722828	135	*	X16523	116115	42724492	42732353	7862	+	1663	upstream	1663	ZNF526
chr19	42760429	42760509	81	*	X16532	2077	42751717	42759309	7593	-	1119	upstream	1119	ERF
chr19	42787009	42787383	375	*	X16541	23152	42788817	42799949	11133	+	1433	upstream	1433	CIC
chr19	42807086	42807168	83	*	X16547	5050	42801185	42806952	5768	-	133	upstream	133	PAFAH1B3
chr19	42895308	42895388	81	*	X16551	84518	42891171	42894444	3274	-	863	upstream	863	CNFN
chr19	43033031	43033135	105	*	X16555	634	43011458	43032661	21204	-	369	upstream	369	CEACAM1
chr19	44008993	44009116	124	*	X16566	653583	43979255	44008985	29731	-	7	upstream	7	PHLDB3
chr19	44098312	44098581	270	*	X16569	79177	44100544	44118649	18106	+	1962	upstream	1962	ZNF576
chr19	44144163	44144358	196	*	X16576	199731	44126522	44143991	17470	-	171	upstream	171	CADM4
chr19	44144377	44144541	165	*	X16577	199731	44126522	44143991	17470	-	385	upstream	385	CADM4
chr19	44144617	44144736	120	*	X16578	199731	44126522	44143991	17470	-	625	upstream	625	CADM4
chr19	44285161	44285310	150	*	X16595	3783	44270685	44285409	14725	-	0	inside	98	KCNN4
chr19	45146552	45146641	90	*	X16605	5817	45147098	45169428	22331	+	456	upstream	456	PVR
chr19	45157335	45157619	285	*	X16606	100616355	45156956	45157002	47	-	332	upstream	332	MIR4531
chr19	45249925	45250044	120	*	X16632	602	45251978	45263301	11324	+	1933	upstream	1933	BCL3
chr19	45250539	45250651	113	*	X16633	602	45251978	45263301	11324	+	1326	upstream	1326	BCL3
chr19	45279782	45279901	120	*	X16647	23624	45281126	45303903	22778	+	1224	upstream	1224	CBLC
chr19	45311592	45311681	90	*	X16653	4059	45312316	45324678	12363	+	634	upstream	634	BCAM
chr19	45311892	45311906	15	*	X16654	4059	45312316	45324678	12363	+	409	upstream	409	BCAM
chr19	45348683	45348787	105	*	X16657	5819	45349393	45392485	43093	+	605	upstream	605	NECTIN2
chr19	45409217	45409396	180	*	X16662	348	45409039	45412650	3612	+	0	inside	177	APOE
chr19	45580554	45580709	156	*	X16666	162979	45574758	45579688	4931	-	865	upstream	865	ZNF296
chr19	45580554	45580709	156	*	X16666	79760	45582518	45594782	12265	+	1808	upstream	1808	GEMIN7
chr19	45582184	45582210	27	*	X16667	79760	45582518	45594782	12265	+	307	upstream	307	GEMIN7
chr19	45594388	45594477	90	*	X16669	284352	45596431	45650543	54113	+	1953	upstream	1953	PPP1R37
chr19	45665067	45665291	225	*	X16681	284353	45653008	45663408	10401	-	1658	upstream	1658	NKPD1
chr19	45907459	45907526	68	*	X16692	10849	45909467	45914024	4558	+	1940	upstream	1940	POLR1G
chr19	45999689	45999777	89	*	X16701	147699	46001731	46005764	4034	+	1953	upstream	1953	PPM1N
chr19	46000628	46000735	108	*	X16702	147699	46001731	46005764	4034	+	995	upstream	995	PPM1N
chr19	46000628	46000735	108	*	X16702	6253	45988546	46000313	11768	-	314	upstream	314	RTN2
chr19	46000781	46000928	148	*	X16703	147699	46001731	46005764	4034	+	802	upstream	802	PPM1N
chr19	46000781	46000928	148	*	X16703	6253	45988546	46000313	11768	-	467	upstream	467	RTN2
chr19	46105357	46105571	215	*	X16713	2828	46093023	46105466	12444	-	0	overlapStart	0	GPR4
chr19	46105357	46105571	215	*	X16713	80207	46031025	46105466	74442	-	0	overlapStart	0	OPA3
chr19	46144290	46144379	90	*	X16719	442902	46142252	46142345	94	-	1944	upstream	1944	MIR330
chr19	46144290	46144379	90	*	X16719	100287177	46144905	46146092	1188	+	525	upstream	525	EML2-AS1
chr19	46148422	46148634	213	*	X16720	24139	46112658	46148775	36118	-	0	inside	140	EML2
chr19	46171232	46171607	376	*	X16721	2696	46171502	46185717	14216	+	0	overlapStart	0	GIPR
chr19	46296379	46296578	200	*	X16734	1762	46286264	46296060	9797	-	318	upstream	318	DMWD
chr19	46476582	46476637	56	*	X16755	4858	46442771	46476657	33887	-	0	inside	19	NOVA2
chr19	46477062	46477282	221	*	X16756	4858	46442771	46476657	33887	-	404	upstream	404	NOVA2
chr19	46520420	46520524	105	*	X16759	768217	46522190	46522307	118	+	1665	upstream	1665	MIR769
chr19	46799660	46800049	390	*	X16773	64344	46800303	46846690	46388	+	253	upstream	253	HIF3A
chr19	46800245	46800574	330	*	X16774	64344	46800303	46846690	46388	+	0	overlapStart	0	HIF3A
chr19	47128071	47128205	135	*	X16792	5739	47123725	47128354	4630	-	0	inside	148	PTGIR
chr19	47128281	47128520	240	*	X16793	5739	47123725	47128354	4630	-	0	overlapStart	0	PTGIR
chr19	47129151	47129270	120	*	X16794	5739	47123725	47128354	4630	-	796	upstream	796	PTGIR
chr19	47138057	47138480	424	*	X16796	94235	47137333	47137939	607	-	117	upstream	117	GNG8
chr19	47162325	47162425	101	*	X16798	100506068	47163621	47180713	17093	+	1195	upstream	1195	DACT3-AS1
chr19	47162486	47162680	195	*	X16799	100506068	47163621	47180713	17093	+	940	upstream	940	DACT3-AS1
chr19	47162711	47162980	270	*	X16800	100506068	47163621	47180713	17093	+	640	upstream	640	DACT3-AS1
chr19	47163026	47163145	120	*	X16801	100506068	47163621	47180713	17093	+	475	upstream	475	DACT3-AS1
chr19	47163436	47163585	150	*	X16802	100506068	47163621	47180713	17093	+	35	upstream	35	DACT3-AS1
chr19	47163856	47163975	120	*	X16803	100506068	47163621	47180713	17093	+	0	inside	234	DACT3-AS1
chr19	47220901	47221020	120	*	X16806	25865	47177573	47220384	42812	-	516	upstream	516	PRKD2
chr19	47221456	47221560	105	*	X16807	25865	47177573	47220384	42812	-	1071	upstream	1071	PRKD2
chr19	47248191	47248355	165	*	X16810	79147	47249303	47261832	12530	+	947	upstream	947	FKRP
chr19	47292103	47292180	78	*	X16814	6510	47278140	47291842	13703	-	260	upstream	260	SLC1A5
chr19	47523310	47523774	465	*	X16833	4861	47523101	47549017	25917	+	0	inside	208	NPAS1
chr19	47617522	47617641	120	*	X16842	23211	47567447	47617009	49563	-	512	upstream	512	ZC3H4
chr19	47617672	47617718	47	*	X16843	23211	47567447	47617009	49563	-	662	upstream	662	ZC3H4
chr19	47729319	47729382	64	*	X16851	100422899	47730199	47730278	80	+	816	upstream	816	MIR3190
chr19	47729978	47730082	105	*	X16852	100422899	47730199	47730278	80	+	116	upstream	116	MIR3190
chr19	47730278	47730397	120	*	X16853	100422899	47730199	47730278	80	+	0	overlapEnd	78	MIR3190
chr19	47730278	47730397	120	*	X16853	100422832	47730201	47730276	76	-	1	upstream	1	MIR3191
chr19	47730488	47730607	120	*	X16854	100422832	47730201	47730276	76	-	211	upstream	211	MIR3191
chr19	47730818	47730967	150	*	X16855	100422832	47730201	47730276	76	-	541	upstream	541	MIR3191
chr19	47776251	47776400	150	*	X16863	255783	47777659	47778980	1322	+	1258	upstream	1258	INAFM1
chr19	47833738	47833827	90	*	X16867	27202	47835404	47845272	9869	+	1576	upstream	1576	C5AR2
chr19	47922874	47923008	135	*	X16871	56917	47906375	47922785	16411	-	88	upstream	88	MEIS3
chr19	47923234	47923323	90	*	X16872	56917	47906375	47922785	16411	-	448	upstream	448	MEIS3
chr19	47923669	47923953	285	*	X16873	56917	47906375	47922785	16411	-	883	upstream	883	MEIS3
chr19	47924029	47924148	120	*	X16874	56917	47906375	47922785	16411	-	1243	upstream	1243	MEIS3
chr19	48828307	48828441	135	*	X16910	2014	48828629	48833810	5182	+	187	upstream	187	EMP3
chr19	48828491	48828602	112	*	X16911	2014	48828629	48833810	5182	+	26	upstream	26	EMP3
chr19	48867750	48867751	2	*	X16916	23546	48867651	48879634	11984	+	0	inside	98	SYNGR4
chr19	48867750	48867751	2	*	X16916	55260	48835146	48867186	32041	-	563	upstream	563	TMEM143
chr19	48867992	48868223	232	*	X16917	55260	48835146	48867186	32041	-	805	upstream	805	TMEM143
chr19	48895106	48895780	675	*	X16921	10945	48885827	48894810	8984	-	295	upstream	295	KDELR1
chr19	48896473	48896577	105	*	X16922	10945	48885827	48894810	8984	-	1662	upstream	1662	KDELR1
chr19	48896473	48896577	105	*	X16922	2906	48898132	48948188	50057	+	1554	upstream	1554	GRIN2D
chr19	48896608	48896697	90	*	X16923	10945	48885827	48894810	8984	-	1797	upstream	1797	KDELR1
chr19	48896608	48896697	90	*	X16923	2906	48898132	48948188	50057	+	1434	upstream	1434	GRIN2D
chr19	48897163	48897310	148	*	X16924	2906	48898132	48948188	50057	+	821	upstream	821	GRIN2D
chr19	48897668	48897997	330	*	X16925	2906	48898132	48948188	50057	+	134	upstream	134	GRIN2D
chr19	48898016	48898195	180	*	X16926	2906	48898132	48948188	50057	+	0	overlapStart	0	GRIN2D
chr19	48898376	48898690	315	*	X16927	2906	48898132	48948188	50057	+	0	inside	243	GRIN2D
chr19	48947537	48947565	29	*	X16935	83743	48949030	48960278	11249	+	1464	upstream	1464	GRWD1
chr19	48947609	48947788	180	*	X16936	83743	48949030	48960278	11249	+	1241	upstream	1241	GRWD1
chr19	48970575	48970665	91	*	X16938	9266	48972465	48985571	13107	+	1799	upstream	1799	CYTH2
chr19	49054347	49054466	120	*	X16957	6820	49055429	49102684	47256	+	962	upstream	962	SULT2B1
chr19	49055188	49055502	315	*	X16958	6820	49055429	49102684	47256	+	0	overlapStart	0	SULT2B1
chr19	49055682	49055816	135	*	X16959	6820	49055429	49102684	47256	+	0	inside	252	SULT2B1
chr19	49117846	49117980	135	*	X16965	54854	49103857	49116694	12838	-	1151	upstream	1151	FAM83E
chr19	49139328	49139432	105	*	X16967	653677	49141296	49185502	44207	+	1863	upstream	1863	SEC1P
chr19	49139544	49139678	135	*	X16968	653677	49141296	49185502	44207	+	1617	upstream	1617	SEC1P
chr19	49141724	49141817	94	*	X16969	1628	49133817	49140639	6823	-	1084	upstream	1084	DBP
chr19	49150332	49150451	120	*	X16972	770	49141272	49149451	8180	-	880	upstream	880	CA11
chr19	49258073	49258507	435	*	X16977	26291	49258816	49261582	2767	+	308	upstream	308	FGF21
chr19	49258073	49258507	435	*	X16977	2523	49251268	49258647	7380	-	0	inside	139	FUT1
chr19	49259249	49259383	135	*	X16978	2523	49251268	49258647	7380	-	601	upstream	601	FUT1
chr19	49315388	49315822	435	*	X16980	587	49298319	49314320	16002	-	1067	upstream	1067	BCAT2
chr19	49340782	49341111	330	*	X16985	51171	49316274	49339934	23661	-	847	upstream	847	HSD17B14
chr19	49371830	49371949	120	*	X16986	57664	49340354	49371884	31531	-	0	overlapStart	0	PLEKHA4
chr19	49457327	49457364	38	*	X16990	581	49458117	49465055	6939	+	752	upstream	752	BAX
chr19	49466119	49466583	465	*	X16994	2512	49468566	49470136	1571	+	1982	upstream	1982	FTL
chr19	49468069	49468286	218	*	X16995	2512	49468566	49470136	1571	+	279	upstream	279	FTL
chr19	49498579	49498668	90	*	X16998	2997	49471382	49496610	25229	-	1968	upstream	1968	GYS1
chr19	49522592	49522780	189	*	X16999	101059948	49521505	49522741	1237	-	0	overlapStart	0	LOC101059948
chr19	49560685	49560804	120	*	X17003	94115	49550895	49559852	8958	-	832	upstream	832	CGB8
chr19	49560685	49560804	120	*	X17003	94027	49557531	49561008	3478	-	0	inside	203	CGB7
chr19	49560820	49560924	105	*	X17004	94115	49550895	49559852	8958	-	967	upstream	967	CGB8
chr19	49560820	49560924	105	*	X17004	94027	49557531	49561008	3478	-	0	inside	83	CGB7
chr19	49568062	49568109	48	*	X17007	4909	49558618	49568333	9716	-	0	inside	223	NTF4
chr19	49568443	49568676	234	*	X17008	4909	49558618	49568333	9716	-	109	upstream	109	NTF4
chr19	49569082	49569216	135	*	X17009	4909	49558618	49568333	9716	-	748	upstream	748	NTF4
chr19	49575993	49576112	120	*	X17010	3743	49570675	49576198	5524	-	0	inside	85	KCNA7
chr19	49577200	49577304	105	*	X17011	3743	49570675	49576198	5524	-	1001	upstream	1001	KCNA7
chr19	49616455	49616574	120	*	X17013	64130	49617618	49621717	4100	+	1043	upstream	1043	LIN7B
chr19	49867290	49867337	48	*	X17025	8463	49843853	49865714	21862	-	1575	upstream	1575	TEAD2
chr19	49929905	49930115	211	*	X17028	100507003	49929688	49932075	2388	+	0	inside	216	GFY
chr19	49944978	49945234	257	*	X17033	57030	49932655	49944808	12154	-	169	upstream	169	SLC17A7
chr19	49945415	49946007	593	*	X17034	57030	49932655	49944808	12154	-	606	upstream	606	SLC17A7
chr19	49977653	49977881	229	*	X17036	2323	49977466	49990894	13429	+	0	inside	186	FLT3LG
chr19	50015132	50015251	120	*	X17041	2217	50015536	50029685	14150	+	284	upstream	284	FCGRT
chr19	50093120	50093238	119	*	X17046	57479	50094912	50129696	34785	+	1673	upstream	1673	PRR12
chr19	50167387	50167551	165	*	X17057	83596	50168399	50177173	8775	+	847	upstream	847	BCL2L12
chr19	50167567	50167656	90	*	X17058	83596	50168399	50177173	8775	+	742	upstream	742	BCL2L12
chr19	50167672	50167679	8	*	X17059	83596	50168399	50177173	8775	+	719	upstream	719	BCL2L12
chr19	50170183	50170317	135	*	X17060	3661	50162826	50169132	6307	-	1050	upstream	1050	IRF3
chr19	50183624	50183762	139	*	X17062	100847074	50185328	50185411	84	+	1565	upstream	1565	MIR5088
chr19	50190528	50190621	94	*	X17063	199800	50191942	50194247	2306	+	1320	upstream	1320	ADM5
chr19	50190678	50190797	120	*	X17064	199800	50191942	50194247	2306	+	1144	upstream	1144	ADM5
chr19	50269136	50269240	105	*	X17070	160	50270180	50310369	40190	+	939	upstream	939	AP2A1
chr19	50381716	50381725	10	*	X17087	84335	50372290	50381613	9324	-	102	upstream	102	AKT1S1
chr19	50833637	50833831	195	*	X17102	3748	50815199	50832634	17436	-	1002	upstream	1002	KCNC3
chr19	50886988	50887072	85	*	X17108	5424	50887580	50921275	33696	+	507	upstream	507	POLD1
chr19	50935605	50935771	167	*	X17111	4606	50936160	50969583	33424	+	388	upstream	388	MYBPC2
chr19	51015220	51015250	31	*	X17121	126119	51009254	51014612	5359	-	607	upstream	607	JOSD2
chr19	51070964	51071188	225	*	X17131	94030	51020150	51071302	51153	-	0	inside	113	LRRC4B
chr19	51221246	51221261	16	*	X17148	50944	51165084	51220195	55112	-	1050	upstream	1050	SHANK1
chr19	51221345	51221531	187	*	X17149	50944	51165084	51220195	55112	-	1149	upstream	1149	SHANK1
chr19	51222100	51222956	857	*	X17150	50944	51165084	51220195	55112	-	1904	upstream	1904	SHANK1
chr19	51415854	51415968	115	*	X17157	9622	51409608	51413994	4387	-	1859	upstream	1859	KLK4
chr19	51568049	51568183	135	*	X17165	26085	51559463	51568367	8905	-	0	inside	183	KLK13
chr19	51845489	51845638	150	*	X17170	147645	51834795	51845378	10584	-	110	upstream	110	VSIG10L
chr19	51845999	51846268	270	*	X17171	147645	51834795	51845378	10584	-	620	upstream	620	VSIG10L
chr19	51871771	51871995	225	*	X17174	125875	51870352	51872257	1906	-	0	inside	261	CLDND2
chr19	51872221	51872318	98	*	X17175	125875	51870352	51872257	1906	-	0	overlapStart	0	CLDND2
chr19	52194666	52194841	176	*	X17177	407056	52195865	52195934	70	+	1023	upstream	1023	MIR99B
chr19	52194666	52194841	176	*	X17177	406887	52196039	52196117	79	+	1197	upstream	1197	MIRLET7E
chr19	52194666	52194841	176	*	X17177	406910	52196507	52196592	86	+	1665	upstream	1665	MIR125A
chr19	52194666	52194841	176	*	X17177	147650	52196593	52208443	11851	+	1751	upstream	1751	SPACA6
chr19	52195022	52195171	150	*	X17178	407056	52195865	52195934	70	+	693	upstream	693	MIR99B
chr19	52195022	52195171	150	*	X17178	406887	52196039	52196117	79	+	867	upstream	867	MIRLET7E
chr19	52195022	52195171	150	*	X17178	406910	52196507	52196592	86	+	1335	upstream	1335	MIR125A
chr19	52195022	52195171	150	*	X17178	147650	52196593	52208443	11851	+	1421	upstream	1421	SPACA6
chr19	52195817	52195921	105	*	X17179	407056	52195865	52195934	70	+	0	overlapStart	0	MIR99B
chr19	52195817	52195921	105	*	X17179	406887	52196039	52196117	79	+	117	upstream	117	MIRLET7E
chr19	52195817	52195921	105	*	X17179	406910	52196507	52196592	86	+	585	upstream	585	MIR125A
chr19	52195817	52195921	105	*	X17179	147650	52196593	52208443	11851	+	671	upstream	671	SPACA6
chr19	52196077	52196181	105	*	X17180	406887	52196039	52196117	79	+	0	overlapEnd	37	MIRLET7E
chr19	52196077	52196181	105	*	X17180	406910	52196507	52196592	86	+	325	upstream	325	MIR125A
chr19	52196077	52196181	105	*	X17180	147650	52196593	52208443	11851	+	411	upstream	411	SPACA6
chr19	52196647	52196751	105	*	X17181	147650	52196593	52208443	11851	+	0	inside	53	SPACA6
chr19	54369231	54369335	105	*	X17184	91663	54369611	54379689	10079	+	275	upstream	275	MYADM
chr19	54484617	54484976	360	*	X17201	100126325	54485561	54485651	91	+	584	upstream	584	MIR935
chr19	54485172	54485351	180	*	X17202	100126325	54485561	54485651	91	+	209	upstream	209	MIR935
chr19	54493302	54493421	120	*	X17205	59285	54494403	54515920	21518	+	981	upstream	981	CACNG6
chr19	54494063	54494412	350	*	X17206	59285	54494403	54515920	21518	+	0	overlapStart	0	CACNG6
chr19	54493573	54493980	408	*	X17207	59285	54494403	54515920	21518	+	422	upstream	422	CACNG6
chr19	54494488	54494592	105	*	X17208	59285	54494403	54515920	21518	+	0	inside	84	CACNG6
chr19	54618040	54618298	259	*	X17217	26121	54618790	54635150	16361	+	491	upstream	491	PRPF31
chr19	54676999	54677079	81	*	X17220	147798	54663834	54676944	13111	-	54	upstream	54	TMC4
chr19	54692456	54692526	71	*	X17221	79042	54694119	54698394	4276	+	1592	upstream	1592	TSEN34
chr19	54704025	54704099	75	*	X17222	6203	54704726	54711515	6790	+	626	upstream	626	RPS9
chr19	55580389	55580646	258	*	X17236	112724	55538946	55580914	41969	-	0	inside	267	RDH13
chr19	55582334	55582453	120	*	X17237	112724	55538946	55580914	41969	-	1419	upstream	1419	RDH13
chr19	55582334	55582453	120	*	X17237	54869	55583388	55599291	15904	+	934	upstream	934	EPS8L1
chr19	55582777	55582941	165	*	X17238	112724	55538946	55580914	41969	-	1862	upstream	1862	RDH13
chr19	55582777	55582941	165	*	X17238	54869	55583388	55599291	15904	+	446	upstream	446	EPS8L1
chr19	55583182	55583301	120	*	X17239	54869	55583388	55599291	15904	+	86	upstream	86	EPS8L1
chr19	55660370	55660474	105	*	X17248	7138	55644161	55660606	16446	-	0	inside	131	TNNT1
chr19	55660655	55660819	165	*	X17249	7138	55644161	55660606	16446	-	48	upstream	48	TNNT1
chr19	55670265	55670384	120	*	X17250	7137	55663136	55669100	5965	-	1164	upstream	1164	TNNI3
chr19	55691446	55691580	135	*	X17258	6861	55684469	55691720	7252	-	0	inside	139	SYT5
chr19	55691656	55691832	177	*	X17259	6861	55684469	55691720	7252	-	0	overlapStart	0	SYT5
chr19	55720876	55720980	105	*	X17265	5794	55692615	55720874	28260	-	1	upstream	1	PTPRH
chr19	55866049	55866378	330	*	X17278	125965	55861070	55866463	5394	-	0	inside	84	COX6B2
chr19	55881844	55881948	105	*	X17283	3589	55875750	55881831	6082	-	12	upstream	12	IL11
chr19	55882024	55882218	195	*	X17284	3589	55875750	55881831	6082	-	192	upstream	192	IL11
chr19	55954307	55954606	300	*	X17297	729956	55940105	55954230	14126	-	76	upstream	76	SHISA7
chr19	55998210	55998434	225	*	X17303	284297	55999870	56030466	30597	+	1435	upstream	1435	SSC5D
chr19	55999360	55999539	180	*	X17304	284297	55999870	56030466	30597	+	330	upstream	330	SSC5D
chr19	55999566	55999685	120	*	X17305	284297	55999870	56030466	30597	+	184	upstream	184	SSC5D
chr19	55999772	55999964	193	*	X17306	284297	55999870	56030466	30597	+	0	overlapStart	0	SSC5D
chr19	56047992	56048189	198	*	X17315	646643	56041100	56048435	7336	-	0	inside	245	SBK2
chr19	56048430	56049254	825	*	X17316	646643	56041100	56048435	7336	-	0	overlapStart	0	SBK2
chr19	56049387	56049686	300	*	X17317	646643	56041100	56048435	7336	-	951	upstream	951	SBK2
chr19	56092483	56092529	47	*	X17321	163033	56088891	56092211	3321	-	271	upstream	271	ZNF579
chr19	56185413	56185807	395	*	X17331	29924	56186561	56207133	20573	+	753	upstream	753	EPN1
chr19	58893392	58893451	60	*	X17342	116412	58878990	58892389	13400	-	1002	upstream	1002	ZNF837
chr19	58896602	58896721	120	*	X17344	6193	58898636	58906171	7536	+	1914	upstream	1914	RPS5
chr19	58897545	58897649	105	*	X17345	6193	58898636	58906171	7536	+	986	upstream	986	RPS5
chr19	58906798	58906902	105	*	X17346	646862	58907457	58908446	990	+	554	upstream	554	RNF225
chr19	59066916	59067080	165	*	X17356	27243	59062933	59066486	3554	-	429	upstream	429	CHMP2A
chr19	59067575	59067709	135	*	X17357	27243	59062933	59066486	3554	-	1088	upstream	1088	CHMP2A
chr19	59067845	59067907	63	*	X17358	27243	59062933	59066486	3554	-	1358	upstream	1358	CHMP2A
chr19	59067946	59068039	94	*	X17359	27243	59062933	59066486	3554	-	1459	upstream	1459	CHMP2A
chr19	59068550	59068888	339	*	X17360	100131691	59070553	59086164	15612	+	1664	upstream	1664	MZF1-AS1
chr19	59071460	59071579	120	*	X17361	9040	59067079	59070343	3265	-	1116	upstream	1116	UBE2M
chr19	59072150	59072162	13	*	X17362	9040	59067079	59070343	3265	-	1806	upstream	1806	UBE2M
chr2	287942	288152	211	*	X17364	285016	279561	288308	8748	-	0	inside	155	ALKAL2
chr2	288688	288819	132	*	X17365	285016	279561	288308	8748	-	379	upstream	379	ALKAL2
chr2	289288	289467	180	*	X17366	285016	279561	288308	8748	-	979	upstream	979	ALKAL2
chr2	3622048	3622125	78	*	X17381	6201	3622853	3628509	5657	+	727	upstream	727	RPS7
chr2	7059251	7059316	66	*	X17385	386597	7052407	7058813	6407	-	437	upstream	437	GRASLND
chr2	9697485	9697604	120	*	X17429	6868	9629411	9695917	66507	-	1567	upstream	1567	ADAM17
chr2	9771855	9771974	120	*	X17434	10971	9724106	9771106	47001	-	748	upstream	748	YWHAQ
chr2	10441021	10441185	165	*	X17471	3241	10443030	10567743	124714	+	1844	upstream	1844	HPCAL1
chr2	10441356	10441415	60	*	X17472	3241	10443030	10567743	124714	+	1614	upstream	1614	HPCAL1
chr2	10442146	10442355	210	*	X17473	3241	10443030	10567743	124714	+	674	upstream	674	HPCAL1
chr2	10589587	10589796	210	*	X17490	4953	10580508	10588453	7946	-	1133	upstream	1133	ODC1
chr2	10861410	10861514	105	*	X17496	245973	10861775	10925236	63462	+	260	upstream	260	ATP6V1C2
chr2	16080482	16080646	165	*	X17521	4613	16080683	16087129	6447	+	36	upstream	36	MYCN
chr2	16080722	16080841	120	*	X17522	4613	16080683	16087129	6447	+	0	inside	38	MYCN
chr2	16081472	16081591	120	*	X17523	10408	16080020	16081845	1826	-	0	inside	253	MYCNOS
chr2	16081742	16081861	120	*	X17524	10408	16080020	16081845	1826	-	0	overlapStart	0	MYCNOS
